Property_ID,District,Locality,Area_Type,Property_Type,Area_sqft,BHK,Bathrooms,Property_Age_Years,Parking_Spaces,Furnishing,Floor,Distance_to_City_Center_km,Road_Access,Gated_Community,Price_INR,Research_Anchor_Rate_INR_per_sqft,Price_Data_Type
KHP102322,Ernakulam,Pallikkara,Rural,Independent House,897,1,1,28,0,Unfurnished,2,4.4,Local Road,No,2260000,4600,Research-informed synthetic estimate
KHP102323,Kozhikode,Pantheerankavu,Semi-Urban,Apartment,1138,1,1,13,0,Unfurnished,4,2.8,Highway Access,Yes,9360000,8500,Research-informed synthetic estimate
KHP102324,Malappuram,Perinthalmanna,Semi-Urban,Apartment,1853,3,3,2,2,Unfurnished,5,5.8,Main Road,No,9740000,4500,Research-informed synthetic estimate
KHP102325,Idukki,Kumily,Semi-Urban,Apartment,2264,4,4,1,0,Unfurnished,5,2.6,Highway Access,No,9160000,3400,Research-informed synthetic estimate
KHP102326,Wayanad,Kalpetta,Rural,Independent House,1696,3,3,18,1,Semi-Furnished,2,6.9,Local Road,Yes,6000000,4300,Research-informed synthetic estimate
KHP102327,Thrissur,Irinjalakuda,Semi-Urban,Villa,1284,2,1,23,0,Unfurnished,0,3.7,Narrow Road,No,2790000,3400,Research-informed synthetic estimate
KHP102328,Malappuram,Manjeri,Semi-Urban,Apartment,3282,5,5,21,0,Unfurnished,4,2.1,Local Road,No,12260000,4300,Research-informed synthetic estimate
KHP102329,Thiruvananthapuram,Kowdiar,Urban,Villa,3013,5,5,0,1,Unfurnished,1,3.0,Highway Access,Yes,38580000,9000,Research-informed synthetic estimate
KHP102330,Idukki,Nedumkandam,Rural,Independent House,3635,6,5,22,0,Semi-Furnished,1,4.7,Main Road,Yes,10110000,2700,Research-informed synthetic estimate
KHP102331,Idukki,Nedumkandam,Rural,Residential Plot,2023,3,2,3,0,Fully Furnished,2,2.1,Narrow Road,No,5210000,2700,Research-informed synthetic estimate
KHP102332,Kannur,Taliparamba,Semi-Urban,Independent House,658,1,1,3,2,Unfurnished,1,4.7,Main Road,Yes,2490000,3500,Research-informed synthetic estimate
KHP102333,Kozhikode,Cyberpark,Semi-Urban,Independent House,3814,6,5,25,2,Semi-Furnished,1,1.5,Main Road,No,18470000,5000,Research-informed synthetic estimate
KHP102334,Malappuram,Kottakkal,Semi-Urban,Apartment,1294,2,2,5,0,Semi-Furnished,2,2.1,Narrow Road,No,5370000,4400,Research-informed synthetic estimate
KHP102335,Kannur,Iritty,Rural,Apartment,3958,6,5,16,0,Unfurnished,1,6.7,Local Road,No,10220000,2800,Research-informed synthetic estimate
KHP102336,Kottayam,Kottayam Town,Urban,Independent House,3867,6,5,15,1,Unfurnished,2,0.7,Local Road,No,19840000,5200,Research-informed synthetic estimate
KHP102337,Pathanamthitta,Adoor,Semi-Urban,Residential Plot,1608,2,2,21,1,Semi-Furnished,2,3.6,Local Road,No,3580000,3900,Research-informed synthetic estimate
KHP102338,Wayanad,Sulthan Bathery,Rural,Villa,1385,2,2,19,1,Unfurnished,2,3.7,Main Road,Yes,4640000,3900,Research-informed synthetic estimate
KHP102339,Kottayam,Ettumanoor,Rural,Residential Plot,1479,2,1,27,0,Semi-Furnished,1,6.4,Main Road,No,3440000,3900,Research-informed synthetic estimate
KHP102340,Idukki,Painavu,Rural,Independent House,3256,5,5,8,1,Unfurnished,1,1.3,Highway Access,Yes,9720000,2600,Research-informed synthetic estimate
KHP102341,Pathanamthitta,Pathanamthitta Town,Semi-Urban,Apartment,693,1,1,10,2,Fully Furnished,6,3.6,Narrow Road,Yes,2830000,3800,Research-informed synthetic estimate
KHP102342,Wayanad,Vythiri,Semi-Urban,Independent House,1279,1,1,12,0,Unfurnished,2,0.6,Local Road,Yes,5200000,4700,Research-informed synthetic estimate
KHP102343,Kasaragod,Nileshwar,Rural,Independent House,3608,6,5,8,0,Fully Furnished,1,7.4,Narrow Road,Yes,12270000,3200,Research-informed synthetic estimate
KHP102344,Wayanad,Sulthan Bathery,Semi-Urban,Independent House,2635,4,4,3,2,Fully Furnished,2,6.6,Main Road,No,11820000,3900,Research-informed synthetic estimate
KHP102345,Kasaragod,Kanhangad,Semi-Urban,Independent House,3230,4,4,30,0,Fully Furnished,1,3.8,Highway Access,Yes,11030000,3500,Research-informed synthetic estimate
KHP102346,Thiruvananthapuram,Kazhakkoottam,Rural,Independent House,3722,6,5,23,0,Fully Furnished,2,2.5,Main Road,No,28170000,6800,Research-informed synthetic estimate
KHP102347,Kozhikode,Cyberpark,Semi-Urban,Apartment,1654,2,2,28,2,Unfurnished,4,6.6,Local Road,No,6060000,5000,Research-informed synthetic estimate
KHP102348,Ernakulam,Aluva,Semi-Urban,Independent House,3399,5,5,29,1,Semi-Furnished,1,11.4,Local Road,Yes,15420000,5000,Research-informed synthetic estimate
KHP102349,Kasaragod,Nileshwar,Semi-Urban,Independent House,1885,4,4,13,0,Unfurnished,0,8.2,Local Road,No,5270000,3200,Research-informed synthetic estimate
KHP102350,Kozhikode,Vadakara,Semi-Urban,Independent House,2768,4,4,10,0,Unfurnished,0,2.2,Main Road,Yes,21230000,6800,Research-informed synthetic estimate
KHP102351,Alappuzha,Cherthala,Semi-Urban,Apartment,3744,6,5,2,2,Unfurnished,7,6.5,Highway Access,No,21180000,4700,Research-informed synthetic estimate
KHP102352,Kannur,Mattannur,Semi-Urban,Independent House,1680,2,2,12,0,Fully Furnished,2,2.9,Highway Access,No,6340000,3400,Research-informed synthetic estimate
KHP102353,Kollam,Chathannoor,Semi-Urban,Residential Plot,1628,3,3,3,0,Semi-Furnished,0,2.7,Main Road,No,4950000,3200,Research-informed synthetic estimate
KHP102354,Kollam,Karunagappally,Rural,Apartment,3364,6,5,28,2,Unfurnished,4,3.7,Main Road,Yes,10730000,3800,Research-informed synthetic estimate
KHP102355,Idukki,Munnar,Semi-Urban,Independent House,1863,3,3,20,2,Fully Furnished,1,2.5,Local Road,Yes,13970000,6500,Research-informed synthetic estimate
KHP102356,Idukki,Thodupuzha,Rural,Apartment,1218,2,2,23,0,Semi-Furnished,0,3.6,Local Road,No,3100000,3900,Research-informed synthetic estimate
KHP102357,Kollam,Paravur,Rural,Independent House,691,1,1,17,3,Semi-Furnished,2,4.1,Main Road,Yes,2190000,3600,Research-informed synthetic estimate
KHP102358,Ernakulam,Edappally,Urban,Villa,3568,6,5,7,1,Semi-Furnished,0,4.7,Main Road,No,37680000,7600,Research-informed synthetic estimate
KHP102359,Kozhikode,Vellayil,Semi-Urban,Villa,3337,6,5,10,3,Semi-Furnished,2,1.2,Local Road,Yes,29040000,7100,Research-informed synthetic estimate
KHP102360,Pathanamthitta,Thiruvalla,Semi-Urban,Independent House,3733,6,5,11,1,Semi-Furnished,0,2.7,Local Road,No,18670000,4700,Research-informed synthetic estimate
KHP102361,Kasaragod,Kasaragod Town,Urban,Villa,3691,6,5,20,2,Unfurnished,0,6.2,Local Road,No,12590000,3600,Research-informed synthetic estimate
KHP102362,Thiruvananthapuram,Sreekaryam,Semi-Urban,Villa,1307,3,3,23,1,Semi-Furnished,1,1.9,Narrow Road,No,7020000,6200,Research-informed synthetic estimate
KHP102363,Malappuram,Tirur,Semi-Urban,Villa,1396,2,2,28,0,Unfurnished,1,3.2,Main Road,No,4570000,4200,Research-informed synthetic estimate
KHP102364,Idukki,Munnar,Semi-Urban,Apartment,2357,4,4,20,0,Fully Furnished,7,2.7,Main Road,No,16720000,6500,Research-informed synthetic estimate
KHP102365,Kannur,Mattannur,Semi-Urban,Independent House,1782,2,2,25,3,Unfurnished,2,10.0,Narrow Road,No,4010000,3400,Research-informed synthetic estimate
KHP102366,Malappuram,Nilambur,Semi-Urban,Independent House,3439,5,4,30,1,Unfurnished,1,4.0,Narrow Road,Yes,9150000,3300,Research-informed synthetic estimate
KHP102367,Kannur,Chala,Semi-Urban,Independent House,2834,4,4,2,2,Fully Furnished,2,2.1,Local Road,No,12190000,3600,Research-informed synthetic estimate
KHP102368,Ernakulam,Kalamassery,Semi-Urban,Villa,2511,4,4,24,2,Unfurnished,2,10.0,Narrow Road,Yes,11050000,6000,Research-informed synthetic estimate
KHP102369,Kottayam,Manarcadu,Semi-Urban,Villa,1224,3,3,10,1,Unfurnished,0,6.1,Local Road,Yes,4150000,3600,Research-informed synthetic estimate
KHP102370,Kozhikode,Vellayil,Semi-Urban,Residential Plot,3730,6,5,21,0,Semi-Furnished,1,1.8,Local Road,Yes,22430000,7100,Research-informed synthetic estimate
KHP102371,Kozhikode,Karaparamba,Semi-Urban,Villa,1312,2,2,9,2,Semi-Furnished,1,2.9,Local Road,No,5120000,4000,Research-informed synthetic estimate
KHP102372,Malappuram,Kondotty,Semi-Urban,Villa,2238,4,4,6,0,Unfurnished,0,3.8,Local Road,No,10310000,4300,Research-informed synthetic estimate
KHP102373,Palakkad,Mannarkkad,Rural,Independent House,2961,4,3,25,1,Semi-Furnished,0,4.0,Main Road,Yes,7220000,2800,Research-informed synthetic estimate
KHP102374,Idukki,Kattappana,Semi-Urban,Villa,1471,1,1,8,1,Fully Furnished,1,10.3,Local Road,No,3950000,3000,Research-informed synthetic estimate
KHP102375,Malappuram,Perinthalmanna,Semi-Urban,Independent House,2780,4,4,29,0,Semi-Furnished,1,6.1,Main Road,Yes,10750000,4500,Research-informed synthetic estimate
KHP102376,Idukki,Kumily,Rural,Independent House,2319,3,2,18,1,Fully Furnished,0,4.4,Highway Access,No,7450000,3400,Research-informed synthetic estimate
KHP102377,Pathanamthitta,Mallappally,Semi-Urban,Independent House,846,1,1,25,2,Unfurnished,0,2.6,Main Road,Yes,2050000,3000,Research-informed synthetic estimate
KHP102378,Idukki,Kumily,Semi-Urban,Independent House,3128,4,4,3,2,Semi-Furnished,0,1.5,Main Road,No,11710000,3400,Research-informed synthetic estimate
KHP102379,Kottayam,Kumarakom,Semi-Urban,Residential Plot,2361,4,4,18,0,Fully Furnished,1,5.2,Local Road,No,14420000,6500,Research-informed synthetic estimate
KHP102380,Idukki,Nedumkandam,Rural,Villa,1742,3,2,8,0,Unfurnished,1,10.3,Highway Access,No,4340000,2700,Research-informed synthetic estimate
KHP102381,Thiruvananthapuram,Pattom,Urban,Villa,4162,5,4,20,3,Semi-Furnished,2,1.8,Local Road,No,35280000,7200,Research-informed synthetic estimate
KHP102382,Ernakulam,Kakkanad,Semi-Urban,Independent House,1386,2,2,16,1,Semi-Furnished,2,1.4,Main Road,No,8740000,6500,Research-informed synthetic estimate
KHP102383,Kottayam,Manarcadu,Rural,Apartment,4162,6,5,12,2,Fully Furnished,1,11.2,Narrow Road,No,12910000,3600,Research-informed synthetic estimate
KHP102384,Ernakulam,Aluva,Semi-Urban,Independent House,1232,2,2,11,0,Fully Furnished,1,0.7,Local Road,No,6060000,5000,Research-informed synthetic estimate
KHP102385,Thiruvananthapuram,Kesavadasapuram,Semi-Urban,Residential Plot,2411,3,3,7,1,Fully Furnished,2,3.8,Local Road,No,13360000,7000,Research-informed synthetic estimate
KHP102386,Alappuzha,Haripad,Semi-Urban,Independent House,3858,4,4,10,1,Fully Furnished,1,0.3,Main Road,Yes,12260000,3200,Research-informed synthetic estimate
KHP102387,Thiruvananthapuram,Kazhakoottam,Rural,Independent House,2918,4,4,19,2,Semi-Furnished,1,4.3,Highway Access,Yes,17970000,6800,Research-informed synthetic estimate
KHP102388,Kannur,Thottada,Semi-Urban,Apartment,1967,4,4,26,0,Semi-Furnished,0,5.1,Main Road,No,8190000,4200,Research-informed synthetic estimate
KHP102389,Kollam,Kavanad,Rural,Residential Plot,3652,5,5,12,1,Semi-Furnished,0,4.6,Narrow Road,No,14340000,5000,Research-informed synthetic estimate
KHP102390,Kozhikode,Chevayur,Rural,Apartment,1950,2,2,0,1,Semi-Furnished,7,4.0,Main Road,No,8530000,4700,Research-informed synthetic estimate
KHP102391,Kollam,Paravur,Semi-Urban,Apartment,3176,5,5,14,1,Fully Furnished,2,13.7,Local Road,Yes,11730000,3600,Research-informed synthetic estimate
KHP102392,Kasaragod,Bekal,Rural,Residential Plot,3644,6,5,9,1,Semi-Furnished,1,8.7,Local Road,Yes,13580000,4200,Research-informed synthetic estimate
KHP102393,Kozhikode,Puthiyangadi,Rural,Residential Plot,3847,6,5,2,0,Semi-Furnished,2,5.4,Main Road,Yes,27740000,7900,Research-informed synthetic estimate
KHP102394,Kozhikode,Cyberpark,Semi-Urban,Residential Plot,3381,4,4,14,0,Fully Furnished,2,7.7,Local Road,Yes,16730000,5000,Research-informed synthetic estimate
KHP102395,Thiruvananthapuram,Attingal,Semi-Urban,Villa,3015,5,5,23,3,Unfurnished,0,5.0,Local Road,Yes,11950000,3900,Research-informed synthetic estimate
KHP102396,Kozhikode,West Hill,Semi-Urban,Apartment,3409,6,5,19,0,Fully Furnished,6,0.8,Highway Access,Yes,17260000,4200,Research-informed synthetic estimate
KHP102397,Ernakulam,Marine Drive,Urban,Independent House,2029,4,4,24,1,Semi-Furnished,2,2.2,Local Road,No,22420000,12500,Research-informed synthetic estimate
KHP102398,Palakkad,Olavakkode,Semi-Urban,Independent House,1123,2,2,28,0,Unfurnished,0,3.4,Main Road,No,3160000,4100,Research-informed synthetic estimate
KHP102399,Kollam,Kavanad,Rural,Independent House,2141,4,4,7,1,Semi-Furnished,2,4.6,Local Road,No,8130000,5000,Research-informed synthetic estimate
KHP102400,Kottayam,Pala,Rural,Villa,2717,4,4,27,0,Fully Furnished,0,3.2,Local Road,No,9250000,4200,Research-informed synthetic estimate
KHP102401,Wayanad,Sulthan Bathery,Semi-Urban,Apartment,1789,2,2,7,0,Fully Furnished,7,3.5,Local Road,No,6930000,3900,Research-informed synthetic estimate
KHP102402,Malappuram,Kondotty,Rural,Apartment,2114,4,3,1,1,Unfurnished,0,6.0,Highway Access,No,9620000,4300,Research-informed synthetic estimate
KHP102403,Alappuzha,Alappuzha Town,Urban,Independent House,2605,5,4,13,0,Unfurnished,2,5.3,Main Road,No,15750000,6000,Research-informed synthetic estimate
KHP102404,Wayanad,Meppadi,Semi-Urban,Apartment,3053,4,3,7,1,Fully Furnished,1,13.2,Main Road,Yes,12410000,3300,Research-informed synthetic estimate
KHP102405,Palakkad,Ottapalam,Semi-Urban,Villa,2164,4,4,6,1,Semi-Furnished,0,7.6,Highway Access,No,8370000,3200,Research-informed synthetic estimate
KHP102406,Thrissur,Patturaikkal,Semi-Urban,Villa,1032,1,1,3,3,Unfurnished,0,4.1,Local Road,No,5560000,5600,Research-informed synthetic estimate
KHP102407,Idukki,Munnar,Semi-Urban,Independent House,1295,2,2,12,2,Unfurnished,1,9.5,Narrow Road,No,6510000,6500,Research-informed synthetic estimate
KHP102408,Thiruvananthapuram,Kazhakkoottam,Semi-Urban,Apartment,4005,6,5,18,1,Fully Furnished,6,4.8,Local Road,No,24690000,6800,Research-informed synthetic estimate
KHP102409,Kottayam,Changanassery,Semi-Urban,Independent House,2819,5,5,0,1,Semi-Furnished,1,0.9,Main Road,No,15100000,4300,Research-informed synthetic estimate
KHP102410,Kollam,Kollam Town,Urban,Independent House,3772,5,5,1,1,Semi-Furnished,1,1.4,Main Road,No,24440000,4800,Research-informed synthetic estimate
KHP102411,Kasaragod,Manjeshwar,Semi-Urban,Independent House,3196,5,5,21,0,Unfurnished,1,6.8,Main Road,Yes,10180000,3400,Research-informed synthetic estimate
KHP102412,Kozhikode,Mavoor Road,Urban,Apartment,1468,2,2,11,0,Semi-Furnished,2,4.7,Main Road,No,9090000,6400,Research-informed synthetic estimate
KHP102413,Idukki,Kattappana,Semi-Urban,Villa,2965,4,4,11,0,Unfurnished,1,5.6,Highway Access,No,10400000,3000,Research-informed synthetic estimate
KHP102414,Idukki,Kattappana,Semi-Urban,Apartment,4029,6,5,26,2,Unfurnished,3,3.4,Main Road,No,11910000,3000,Research-informed synthetic estimate
KHP102415,Kottayam,Kanjirappally,Rural,Independent House,1450,3,3,7,0,Unfurnished,1,1.3,Narrow Road,Yes,3500000,3000,Research-informed synthetic estimate
KHP102416,Kozhikode,Koyilandy,Semi-Urban,Apartment,3345,5,5,3,1,Semi-Furnished,2,1.0,Local Road,No,17560000,4100,Research-informed synthetic estimate
KHP102417,Pathanamthitta,Adoor,Semi-Urban,Independent House,3442,6,5,16,0,Unfurnished,2,5.9,Main Road,No,12710000,3900,Research-informed synthetic estimate
KHP102418,Idukki,Adimali,Semi-Urban,Apartment,1106,1,1,3,3,Semi-Furnished,2,0.4,Main Road,No,3740000,3000,Research-informed synthetic estimate
KHP102419,Thrissur,Ayyanthole,Semi-Urban,Villa,1130,3,3,0,0,Semi-Furnished,0,2.3,Main Road,Yes,7650000,5000,Research-informed synthetic estimate
KHP102420,Kozhikode,Mavoor Road,Urban,Villa,3763,6,5,23,0,Unfurnished,2,4.1,Local Road,No,22810000,6400,Research-informed synthetic estimate
KHP102421,Thrissur,Thrissur Town,Urban,Apartment,3302,6,5,0,1,Unfurnished,1,3.2,Main Road,No,21860000,5000,Research-informed synthetic estimate
KHP102422,Kottayam,Changanassery,Semi-Urban,Apartment,1223,1,1,11,1,Semi-Furnished,7,0.9,Highway Access,Yes,6650000,4300,Research-informed synthetic estimate
KHP102423,Wayanad,Ambalavayal,Semi-Urban,Independent House,3832,6,5,28,2,Fully Furnished,1,3.2,Local Road,Yes,11790000,3200,Research-informed synthetic estimate
KHP102424,Ernakulam,Kalamassery,Rural,Independent House,796,1,1,22,0,Unfurnished,2,8.0,Highway Access,No,3440000,6000,Research-informed synthetic estimate
KHP102425,Kottayam,Kumarakom,Semi-Urban,Independent House,2089,3,3,5,0,Semi-Furnished,0,2.8,Local Road,Yes,14980000,6500,Research-informed synthetic estimate
KHP102426,Kollam,Asramam,Semi-Urban,Villa,1540,2,2,17,0,Semi-Furnished,0,6.3,Narrow Road,No,6390000,5200,Research-informed synthetic estimate
KHP102427,Thiruvananthapuram,Peroorkada,Semi-Urban,Independent House,1416,3,3,8,1,Semi-Furnished,0,5.1,Local Road,Yes,8310000,5900,Research-informed synthetic estimate
KHP102428,Idukki,Munnar,Semi-Urban,Apartment,1982,3,3,2,0,Semi-Furnished,1,2.6,Narrow Road,No,13010000,6500,Research-informed synthetic estimate
KHP102429,Alappuzha,Ambalappuzha,Semi-Urban,Independent House,3517,6,5,4,3,Unfurnished,1,6.1,Main Road,No,11770000,3400,Research-informed synthetic estimate
KHP102430,Malappuram,Kondotty,Rural,Independent House,1257,2,2,21,3,Unfurnished,2,1.3,Local Road,No,3460000,4300,Research-informed synthetic estimate
KHP102431,Thrissur,Guruvayur,Rural,Independent House,3599,5,5,8,1,Unfurnished,1,0.5,Main Road,No,13590000,3700,Research-informed synthetic estimate
KHP102432,Kannur,Chala,Semi-Urban,Villa,895,2,2,0,0,Semi-Furnished,2,1.1,Narrow Road,No,2910000,3600,Research-informed synthetic estimate
KHP102433,Ernakulam,Chottanikkara,Semi-Urban,Apartment,1108,2,2,2,1,Unfurnished,3,5.8,Main Road,Yes,4180000,4200,Research-informed synthetic estimate
KHP102434,Thrissur,Ayyanthole,Rural,Apartment,2523,3,3,20,3,Unfurnished,1,5.8,Highway Access,No,9470000,5000,Research-informed synthetic estimate
KHP102435,Pathanamthitta,Pandalam,Semi-Urban,Villa,924,2,2,24,1,Fully Furnished,0,6.9,Main Road,Yes,3440000,3400,Research-informed synthetic estimate
KHP102436,Alappuzha,Ambalappuzha,Rural,Apartment,2972,4,4,12,1,Semi-Furnished,5,5.4,Highway Access,No,9490000,3400,Research-informed synthetic estimate
KHP102437,Thrissur,Muthuvattoor,Rural,Villa,3169,6,5,5,2,Semi-Furnished,0,6.8,Local Road,Yes,13010000,3500,Research-informed synthetic estimate
KHP102438,Pathanamthitta,Pandalam,Semi-Urban,Villa,1679,2,2,19,0,Unfurnished,1,2.2,Main Road,No,5230000,3400,Research-informed synthetic estimate
KHP102439,Kottayam,Manarcadu,Semi-Urban,Independent House,3156,5,5,5,0,Semi-Furnished,1,1.0,Highway Access,No,15270000,3600,Research-informed synthetic estimate
KHP102440,Idukki,Thodupuzha,Rural,Independent House,1695,4,4,21,1,Semi-Furnished,1,2.8,Main Road,No,5360000,3900,Research-informed synthetic estimate
KHP102441,Kozhikode,Chevarambalam,Rural,Apartment,3776,5,5,16,0,Fully Furnished,7,5.0,Local Road,Yes,26730000,6300,Research-informed synthetic estimate
KHP102442,Kottayam,Manarcadu,Rural,Independent House,2610,4,4,14,3,Semi-Furnished,1,7.8,Highway Access,Yes,9360000,3600,Research-informed synthetic estimate
KHP102443,Kollam,Karunagappally,Semi-Urban,Apartment,2572,4,4,22,2,Semi-Furnished,4,16.4,Local Road,No,9720000,3800,Research-informed synthetic estimate
KHP102444,Alappuzha,Alappuzha Town,Urban,Independent House,3927,6,5,13,0,Unfurnished,1,4.3,Local Road,No,23980000,6000,Research-informed synthetic estimate
KHP102445,Pathanamthitta,Konni,Rural,Independent House,4125,5,4,26,2,Semi-Furnished,0,2.1,Local Road,Yes,9540000,2900,Research-informed synthetic estimate
KHP102446,Idukki,Painavu,Rural,Apartment,3996,6,5,24,2,Semi-Furnished,7,2.8,Local Road,No,9510000,2600,Research-informed synthetic estimate
KHP102447,Pathanamthitta,Pathanamthitta Town,Semi-Urban,Independent House,1070,2,2,14,0,Unfurnished,2,3.6,Local Road,No,3090000,3800,Research-informed synthetic estimate
KHP102448,Kasaragod,Nileshwar,Semi-Urban,Independent House,3016,5,5,25,1,Semi-Furnished,1,3.9,Local Road,No,9350000,3200,Research-informed synthetic estimate
KHP102449,Kottayam,Manarcadu,Semi-Urban,Independent House,1881,1,1,8,3,Semi-Furnished,2,4.2,Main Road,No,6370000,3600,Research-informed synthetic estimate
KHP102450,Ernakulam,Pallikkara,Rural,Independent House,2807,4,4,1,0,Unfurnished,0,4.3,Main Road,No,11800000,4600,Research-informed synthetic estimate
KHP102451,Kannur,Sreekandapuram,Rural,Apartment,1353,2,2,13,0,Unfurnished,5,2.7,Main Road,No,2860000,2900,Research-informed synthetic estimate
KHP102452,Idukki,Painavu,Rural,Villa,3990,6,5,8,0,Semi-Furnished,0,2.7,Main Road,No,12080000,2600,Research-informed synthetic estimate
KHP102453,Thiruvananthapuram,Kowdiar,Urban,Villa,2667,5,5,7,2,Semi-Furnished,2,10.7,Highway Access,No,29800000,9000,Research-informed synthetic estimate
